period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
33,3525421,125148,26957458,9294592,18,19512,24522,42354,7970586,1888,206992,4072,16.65
34,3642380,128000,27651348,9528401,18,19512,24522,43585,8204349,1888,206992,4072,16.60
35,3754693,131202,28352938,9753495,18,19512,24522,44796,8430945,1888,206992,4072,16.44
36,3869735,133690,29052583,9986114,18,19512,24522,45915,8666089,1888,206992,4072,16.48
37,3986371,136508,29749575,10217460,18,19512,24522,47075,8898530,1888,206992,4072,16.68
38,4099165,139467,30456286,10442854,18,19512,24522,48312,9124952,1888,206992,4072,16.18
39,4215752,142677,31150529,10675316,18,19512,24522,49428,9357637,1888,206992,4072,16.73
40,4333885,146176,31845248,10907952,18,19512,24522,50646,9591225,1888,206992,4072,16.70
41,4445097,148933,32547113,11133374,18,19512,24522,51776,9818558,1888,206992,4072,16.17
42,4560825,152557,33282686,11365701,18,19512,24522,52777,10051579,1888,206992,4072,16.71
43,4676512,155419,34012190,11595134,18,19512,24522,54010,10283988,1888,206992,4072,16.55
44,4791766,158507,34644521,11822592,18,19512,24522,55357,10511254,1888,206992,4072,16.33
45,4906637,161728,35470398,12054915,18,19512,24522,56561,10743159,1888,206992,4072,16.71
46,5022779,164537,36196816,12285463,18,19512,24522,57517,10974185,1888,206992,4072,16.68
47,5136547,167220,36746071,12513385,18,19512,24522,58785,11201540,1888,206992,4072,16.21
48,5251432,170430,37659042,12743263,18,19512,24522,59894,11430562,1888,206992,4072,16.38
49,5367316,173485,38135161,12975865,18,19512,24522,61116,11664001,1888,206992,4072,16.68
50,5480701,176689,38837955,13201284,18,19512,24522,62341,11888424,1888,206992,4072,16.17
51,5599217,179224,39530137,13434985,18,19512,24522,63351,12125092,1888,206992,4072,16.76
52,5713606,182720,40229748,13666196,18,19512,24522,64533,12358965,1888,206992,4072,16.55
53,5831482,185652,41301838,13898183,18,19512,24522,65767,12591894,1888,206992,4072,16.62
54,5946864,188975,42028221,14128526,18,19512,24522,66779,12823365,1888,206992,4072,16.43
55,6064596,191844,42746663,14362377,18,19512,24522,67907,13058183,1888,206992,4072,16.69
56,6182253,194888,43016428,14594109,18,19512,24522,68994,13288061,1888,206992,4072,16.52
57,6293834,197574,43716707,14820884,18,19512,24522,70307,13516393,1888,206992,4072,16.17
58,6409193,200810,44414144,15051223,18,19512,24522,71495,13748002,1888,206992,4072,16.57
59,6525545,203511,45660051,15284557,18,19512,24522,72754,13982903,1888,206992,4072,16.85
60,6640795,206161,45809645,15513002,18,19512,24522,73793,14213942,1888,206992,4072,16.18
61,6757010,208829,47115649,15745673,18,19512,24522,74796,14448772,1888,206992,4072,16.71
62,6870662,211888,47843393,15972329,18,19512,24522,75884,14677670,1888,206992,4072,16.51
63,6985198,214542,47908244,16203942,18,19512,24522,77145,14912336,1888,206992,4072,16.31
64,7100747,217585,48605962,16440040,18,19512,24522,78372,15145697,1888,206992,4072,16.69
65,7215768,220734,50022850,16670334,18,19512,24522,79585,15374599,1888,206992,4072,16.71
66,7330157,223159,50013056,16898730,18,19512,24522,80559,15602657,1888,206992,4072,16.20
67,7445158,226494,50710538,17131191,18,19512,24522,81810,15838384,1888,206992,4072,16.73
68,7559617,229407,52204557,17360333,18,19512,24522,83009,16068593,1888,206992,4072,16.45
69,7675883,232373,52105520,17590923,18,19512,24522,84180,16302410,1888,206992,4072,16.42
70,7788482,235579,52803168,17818391,18,19512,24522,85413,16533032,1888,206992,4072,16.36
71,7905484,238205,53498378,18051940,18,19512,24522,86461,16766486,1888,206992,4072,17.02
72,8019357,240814,54195591,18283534,18,19512,24522,87647,16998720,1888,206992,4072,16.22
73,8133836,244379,54892977,18512916,18,19512,24522,88861,17229031,1888,206992,4072,16.71
74,8251366,247089,56584041,18747100,18,19512,24522,90009,17464835,1888,206992,4072,16.52
75,8366694,250341,56292205,18977715,18,19512,24522,91138,17695028,1888,206992,4072,16.36
76,8482920,253639,58043190,19208212,18,19512,24522,92384,17926018,1888,206992,4072,16.70
77,8600641,256064,58767610,19438769,18,19512,24522,93347,18158555,1888,206992,4072,16.61
78,8716116,259246,58387692,19669276,18,19512,24522,94405,18390671,1888,206992,4072,16.30
79,8829877,262514,59087173,19896217,18,19512,24522,95524,18619924,1888,206992,4072,16.39
80,8947344,266226,60954113,20130020,18,19512,24522,96606,18854467,1888,206992,4072,17.00
81,9060258,269204,60483761,20357075,18,19512,24522,97884,19085635,1888,206992,4072,16.17
82,9175979,272772,62418523,20588549,18,19512,24522,98947,19315005,1888,206992,4072,16.72
83,9293167,275699,61883473,20819495,18,19512,24522,100053,19545194,1888,206992,4072,16.68
84,9407797,278342,62577824,21050081,18,19512,24522,101289,19775438,1888,206992,4072,16.21
85,9522305,281936,64607658,21280781,18,19512,24522,102602,20003905,1888,206992,4072,16.71
86,9639769,285074,63976043,21514796,18,19512,24522,103933,20240885,1888,206992,4072,16.71
87,9753158,287839,64678799,21744290,18,19512,24522,104956,20469346,1888,206992,4072,16.18
88,9867944,291260,66795663,21974371,18,19512,24522,106089,20701639,1888,206992,4072,16.55
89,9982626,294353,67521015,22202827,18,19512,24522,107166,20932808,1888,206992,4072,16.69
90,10103039,297542,66777306,22439721,18,19512,24522,108395,21166549,1888,206992,4072,16.19
91,10218346,301054,68970395,22670018,18,19512,24522,109511,21400158,1888,206992,4072,16.67
92,10337419,303601,68171648,22903682,18,19512,24522,110555,21634710,1888,206992,4072,16.70
93,10448695,306715,68869655,23129795,18,19512,24522,111763,21864933,1888,206992,4072,16.23
94,10563906,310123,71160957,23360181,18,19512,24522,113015,22096363,1888,206992,4072,16.54
95,10680667,313085,70260628,23592569,18,19512,24522,114163,22329351,1888,206992,4072,16.73
96,10794639,316529,70957243,23822047,18,19512,24522,115327,22559454,1888,206992,4072,16.33
97,10909479,319997,73350896,24049357,18,19512,24522,116467,22786286,1888,206992,4072,16.36
98,11027110,323121,74076144,24283544,18,19512,24522,117660,23022320,1888,206992,4072,16.71
99,11141552,326053,73049267,24512370,18,19512,24522,118815,23254497,1888,206992,4072,16.52
100,11256178,329158,75536257,24744280,18,19512,24522,119987,23482311,1888,206992,4072,16.68
101,11372960,332492,76259621,24980314,18,19512,24522,121206,23718610,1888,206992,4072,16.60
102,11487281,335605,75160054,25209621,18,19512,24522,122404,23946514,1888,206992,4072,16.17
103,11602705,339098,75859714,25440050,18,19512,24522,123558,24179879,1888,206992,4072,16.70
104,11715895,342448,76557122,25671412,18,19512,24522,124699,24412338,1888,206992,4072,16.70
105,11829246,345067,77259403,25899498,18,19512,24522,125899,24641987,1888,206992,4072,16.18
106,11945351,348859,79910154,26132567,18,19512,24522,127016,24876494,1888,206992,4072,16.70
107,12060895,351992,78650717,26363183,18,19512,24522,128117,25108151,1888,206992,4072,16.45
108,12175963,354467,79351238,26593425,18,19512,24522,129309,25339905,1888,206992,4072,16.45
109,12294325,358191,80048282,26826849,18,19512,24522,130443,25573971,1888,206992,4072,16.71
110,12407705,361196,80748570,27055437,18,19512,24522,131687,25802915,1888,206992,4072,16.46
111,12523908,363623,81446825,27287521,18,19512,24522,133069,26035463,1888,206992,4072,16.39
112,12640847,367357,82141523,27522786,18,19512,24522,134309,26267795,1888,206992,4072,16.69
113,12755588,370752,85006948,27751786,18,19512,24522,135528,26502044,1888,206992,4072,16.74
114,12870625,373841,83546199,27981742,18,19512,24522,136692,26731959,1888,206992,4072,16.17
115,12986839,377299,84240367,28213651,18,19512,24522,137934,26967660,1888,206992,4072,16.72
116,13104400,380780,84934860,28446872,18,19512,24522,139005,27202597,1888,206992,4072,16.71
117,13218119,384045,85641384,28674062,18,19512,24522,140135,27429451,1888,206992,4072,16.17
118,13320345,387867,88679293,28880749,18,19512,24522,141299,27638659,1888,206992,4072,14.90
119,13449228,390853,87030135,29136600,18,19512,24522,142566,27893962,1888,206992,4072,18.52
120,13562284,392986,87728369,29366380,18,19512,24522,143685,28125559,1888,206992,4072,16.17
121,13678002,396849,88419545,29599480,18,19512,24522,144951,28358778,1888,206992,4072,16.71
122,13797596,400263,89115941,29833931,18,19512,24522,146072,28593743,1888,206992,4072,16.69
123,13910141,403091,89817363,30060532,18,19512,24522,147356,28823197,1888,206992,4072,16.20
124,14025582,406890,90516455,30290653,18,19512,24522,148504,29055588,1888,206992,4072,16.71
125,14145229,411269,91209384,30527951,18,19512,24522,149711,29290315,1888,206992,4072,16.69
126,14256071,414748,91904380,30753557,18,19512,24522,150952,29518424,1888,206992,4072,16.17
127,14371312,418436,95225764,30983528,18,19512,24522,152178,29749805,1888,206992,4072,16.71
128,14489435,424103,93291173,31220140,18,19512,24522,153436,29983865,1888,206992,4072,16.57
129,14604398,426670,93991322,31447472,18,19512,24522,154724,30212477,1888,206992,4072,16.19
130,14720525,430159,97415457,31679742,18,19512,24522,155930,30445423,1888,206992,4072,16.71
131,14836654,433495,98142748,31912638,18,19512,24522,156963,30679289,1888,206992,4072,16.65
132,14952523,436102,96075026,32143743,18,19512,24522,158254,30908988,1888,206992,4072,16.25
133,15067010,439734,99602018,32372752,18,19512,24522,159450,31139060,1888,206992,4072,16.71
134,15180859,442909,97472561,32606510,18,19512,24522,160678,31375253,1888,206992,4072,16.70
135,15294382,445086,98177067,32833355,18,19512,24522,161822,31603275,1888,206992,4072,16.17
136,15407097,448548,98868631,33063730,18,19512,24522,162927,31835268,1888,206992,4072,16.53
137,15523886,451240,99564442,33295977,18,19512,24522,164180,32067901,1888,206992,4072,16.51
138,15637940,454202,100263460,33525399,18,19512,24522,165395,32300392,1888,206992,4072,16.31
139,15754258,457792,103987731,33757780,18,19512,24522,166709,32534454,1888,206992,4072,16.60
140,15870711,460794,101659048,33988248,18,19512,24522,167815,32764892,1888,206992,4072,16.60
141,15985045,463566,102355220,34218873,18,19512,24522,168853,32998315,1888,206992,4072,16.40
142,16100346,467047,106165067,34448734,18,19512,24522,169953,33227545,1888,206992,4072,16.44
143,16215780,470329,103754367,34681323,18,19512,24522,171253,33459863,1888,206992,4072,16.74
144,16329919,473791,104448107,34910761,18,19512,24522,172378,33692064,1888,206992,4072,16.42
145,16442328,477226,108353020,35138805,18,19512,24522,173661,33920037,1888,206992,4072,16.36
146,16558864,479994,105844754,35372430,18,19512,24522,174836,34152236,1888,206992,4072,16.67
147,16671614,483341,106544122,35599573,18,19512,24522,176105,34379855,1888,206992,4072,16.43
148,16788512,486363,110542355,35832592,18,19512,24522,177357,34615145,1888,206992,4072,16.44
149,16904051,488849,107942508,36066391,18,19512,24522,178525,34847078,1888,206992,4072,16.50
150,17020024,492308,108636716,36298950,18,19512,24522,179618,35080568,1888,206992,4072,16.67
151,17132284,495802,109344538,36523379,18,19512,24522,180652,35305817,1888,206992,4072,16.36
152,17250348,498564,113449440,36757805,18,19512,24522,181790,35540935,1888,206992,4072,16.67
153,17366725,501832,110738449,36987970,18,19512,24522,182973,35772198,1888,206992,4072,16.53
154,17480064,504266,111439221,37216222,18,19512,24522,184288,36001396,1888,206992,4072,16.21
155,17597551,507728,115630004,37449436,18,19512,24522,185448,36234803,1888,206992,4072,16.71
156,17714766,510710,112827459,37683859,18,19512,24522,186504,36469441,1888,206992,4072,16.71
157,17828579,514173,113528535,37912084,18,19512,24522,187661,36696633,1888,206992,4072,16.18
158,17944394,517668,117811521,38143893,18,19512,24522,188792,36930304,1888,206992,4072,16.71
159,18060250,520766,114921712,38376246,18,19512,24522,190090,37162978,1888,206992,4072,16.43
160,18172248,523529,115626395,38607042,18,19512,24522,191442,37392410,1888,206992,4072,16.22
161,18288814,527310,116322816,38840146,18,19512,24522,192625,37624295,1888,206992,4072,16.74
162,18405176,530339,117011329,39073793,18,19512,24522,193842,37860568,1888,206992,4072,16.69
163,18518187,534529,117712296,39301098,18,19512,24522,195039,38090836,1888,206992,4072,16.17
164,18632419,537998,118412477,39530956,18,19512,24522,196252,38321106,1888,206992,4072,16.64
165,18749631,540629,119111324,39761173,18,19512,24522,197409,38553444,1888,206992,4072,16.43
166,18864223,543775,119809943,39991802,18,19512,24522,198511,38784758,1888,206992,4072,16.53
167,18977317,547073,120509041,40219026,18,19512,24522,199684,39015018,1888,206992,4072,16.42
168,19092235,550188,121201669,40450977,18,19512,24522,200833,39248180,1888,206992,4072,16.95
169,19207189,552802,121904619,40680179,18,19512,24522,202123,39479525,1888,206992,4072,16.23
170,19322820,556256,122607250,40908580,18,19512,24522,203194,39708880,1888,206992,4072,16.48
171,19441967,559307,123303723,41144344,18,19512,24522,204353,39944296,1888,206992,4072,16.87
172,19555117,562291,124005910,41370429,18,19512,24522,205413,40171870,1888,206992,4072,16.23
173,19669177,565766,124703931,41599564,18,19512,24522,206558,40401134,1888,206992,4072,16.71
174,19786096,568620,129473839,41836416,18,19512,24522,207801,40640401,1888,206992,4072,16.69
175,19897987,571465,126102520,42063973,18,19512,24522,208945,40869596,1888,206992,4072,16.18
176,20015182,574921,130935674,42294032,18,19512,24522,210007,41099950,1888,206992,4072,16.44
177,20130414,578211,127497065,42524941,18,19512,24522,211181,41329967,1888,206992,4072,16.71
178,20246289,580755,128198745,42757034,18,19512,24522,212310,41564246,1888,206992,4072,16.45
179,20358898,584215,128895693,42985345,18,19512,24522,213514,41794184,1888,206992,4072,16.36
