IDLE,Mbps,Stack,Timestamp,Tmr Svc,esp_timer,experiment_runn,ipc0,ipc1,measurer,sys_evt,tiT,wifi
5175353,0.01,4148,0,18,3736,508,1641,18127,4649,12930,9119,822860
5235669,0.00,4148,1,18,4971,5865,1641,18127,19156,12930,10878,836824
6222087,0.00,4148,2,18,5968,5865,1641,18127,25844,12930,11661,849118
7038855,8.05,4148,3,18,7073,79416,1641,18127,32522,12930,122219,988073
8909644,8.46,4148,4,18,8092,163563,1641,18127,39359,12930,245385,1145382
8611376,8.37,4148,5,18,9194,241354,1641,18127,45848,12930,387785,1325473
9338153,8.43,4148,6,18,10361,305711,1641,18127,51204,12930,583602,1563562
10177544,6.50,4148,7,18,11549,360046,1641,18127,57133,12930,688964,1690285
11036019,0.37,4148,8,18,12682,361026,1641,18127,64359,12930,776567,1828166
11820925,10.09,4148,9,18,13772,435498,1641,18127,71579,12930,915196,1997048
12561937,13.03,4148,10,18,14914,530514,1641,18127,75695,12930,1086292,2197595
13305985,12.18,4148,11,18,16079,629875,1641,18127,80066,12930,1253304,2386794
14096374,8.38,4148,12,18,17071,707373,1641,18127,86009,12930,1383896,2549327
14866151,8.31,4148,13,18,18103,795411,1641,18127,91454,12930,1524217,2723606
15644515,8.29,4148,14,18,19252,879555,1641,18127,97026,12930,1660226,2892153
16430882,8.44,4148,15,18,20427,962153,1641,18127,103841,12930,1791673,3050985
17211544,8.35,4148,16,18,21506,1044002,1641,18127,109897,12930,1928454,3216094
17991699,8.33,4148,17,18,22511,1124125,1641,18127,116469,12930,2062576,3383889
18760122,8.36,4148,18,18,23615,1205343,1641,18127,121283,12930,2200367,3561503
19531218,8.32,4148,19,18,24739,1289670,1641,18127,127224,12930,2341277,3741575
22346789,8.42,4148,20,18,25862,1367087,1641,18127,133404,12930,2478224,3918930
21074447,8.36,4148,21,18,26927,1446136,1641,18127,138979,12930,2616393,4096291
24034817,8.35,4148,22,18,28143,1517576,1641,18127,144258,12930,2749351,4268496
22652350,8.31,4148,23,18,29165,1583193,1641,18127,151417,12930,2875872,4433380
23421585,8.36,4148,24,18,30263,1662256,1641,18127,157177,12930,3015191,4612700
24188373,8.37,4148,25,18,31365,1746701,1641,18127,163106,12930,3157585,4790417
24947049,8.26,4148,26,18,32403,1832694,1641,18127,170299,12930,3299477,4970438
25734889,8.20,4148,27,18,33523,1905406,1641,18127,175346,12930,3431256,5135700
26504184,8.25,4148,28,18,34704,1984181,1641,18127,182345,12930,3568281,5314440
27293739,8.81,4148,29,18,35832,2056654,1641,18127,188247,12930,3702997,5483056
28065889,8.37,4148,30,18,36955,2135530,1641,18127,194064,12930,3842934,5664931
28844927,8.17,4148,31,18,38061,2211543,1641,18127,199144,12930,3978796,5840071
29620727,8.56,4148,32,18,39138,2289062,1641,18127,204017,12930,4117845,6018306
30385641,8.31,4148,33,18,40241,2371076,1641,18127,210140,12930,4258453,6200288
31156287,8.34,4148,34,18,41383,2447263,1641,18127,215475,12930,4395653,6377044
31924329,8.41,4148,35,18,42421,2524230,1641,18127,221869,12930,4534267,6557608
32693213,8.41,4148,36,18,43509,2603878,1641,18127,228523,12930,4673291,6737214
33471513,8.38,4148,37,18,44674,2679221,1641,18127,235586,12930,4807634,6907362
37512777,8.35,4148,38,18,45813,2754591,1641,18127,240809,12930,4942799,7081873
35029377,8.37,4148,39,18,46919,2833942,1641,18127,247754,12930,5081552,7264593
35796784,8.36,4148,40,18,48025,2909143,1641,18127,255124,12930,5218217,7444498
36585889,8.39,4148,41,18,48981,2978353,1641,18127,260466,12930,5349237,7613583
37371185,8.60,4148,42,18,50147,3050169,1641,18127,267059,12930,5484677,7789059
38149497,8.06,4148,43,18,51256,3126198,1641,18127,272668,12930,5618801,7965802
38918691,8.63,4148,44,18,52473,3202511,1641,18127,280015,12930,5755885,8145416
43415079,8.38,4148,45,18,53619,3273822,1641,18127,286138,12930,5890164,8323622
40475789,8.38,4148,46,18,54694,3347910,1641,18127,293680,12930,6023766,8497359
41275309,8.29,4148,47,18,55844,3418995,1641,18127,298756,12930,6152270,8658535
42052572,8.43,4148,48,18,56997,3494777,1641,18127,304332,12930,6287803,8833477
42829042,8.38,4148,49,18,58101,3570505,1641,18127,310725,12930,6424538,9008365
43596454,8.30,4148,50,18,59182,3652135,1641,18127,316557,12930,6566291,9192508
44385640,8.21,4148,51,18,60339,3724299,1641,18127,323215,12930,6697851,9360194
45191134,7.60,4148,52,18,61570,3792334,1641,18127,330848,12930,6816052,9503910
50165858,9.26,4148,53,18,62630,3876139,1641,18127,337262,12930,6963477,9679787
46730531,8.32,4148,54,18,63786,3959255,1641,18127,342975,12930,7104601,9856673
47503273,8.44,4148,55,18,64889,4041512,1641,18127,348348,12930,7247449,10034662
48277485,8.34,4148,56,18,65970,4123263,1641,18127,353523,12930,7388111,10211312
49056776,8.39,4148,57,18,67096,4200387,1641,18127,359151,12930,7525736,10381741
54357490,8.36,4148,58,18,68291,4279402,1641,18127,366521,12930,7664608,10552979
50610686,8.40,4148,59,18,69409,4357854,1641,18127,372866,12930,7802008,10721210
51385890,8.34,4148,60,18,70591,4438388,1641,18127,379354,12930,7942773,10896058
52165029,8.38,4148,61,18,71818,4515829,1641,18127,385628,12930,8078845,11068932
52938654,8.36,4148,62,18,72965,4594979,1641,18127,391056,12930,8217162,11244055
53709959,8.00,4148,63,18,74154,4675677,1641,18127,397519,12930,8353594,11418614
59394798,8.74,4148,64,18,75303,4761021,1641,18127,404209,12930,8499952,11603805
55239725,8.35,4148,65,18,76348,4839820,1641,18127,411156,12930,8638927,11779714
56001303,8.39,4148,66,18,77577,4917669,1641,18127,416592,12930,8777127,11963845
56783054,8.28,4148,67,18,78689,4994279,1641,18127,422608,12930,8913473,12138040
57553408,8.47,4148,68,18,79816,5072276,1641,18127,427642,12930,9052916,12316630
58313762,8.30,4148,69,18,80995,5158010,1641,18127,434424,12930,9197036,12502238
64432800,8.42,4148,70,18,81965,5236859,1641,18127,440108,12930,9336003,12674420
59861728,8.38,4148,71,18,83103,5317667,1641,18127,446584,12930,9476740,12850135
60648216,8.31,4148,72,18,84195,5390748,1641,18127,452155,12930,9609393,13014449
61425486,8.36,4148,73,18,85230,5467441,1641,18127,458741,12930,9746692,13191918
67808221,8.34,4148,74,18,86387,5537153,1641,18127,464244,12930,9877270,13363888
62984950,8.34,4148,75,18,87445,5612963,1641,18127,470613,12930,10013450,13544066
63759087,8.41,4148,76,18,88572,5686729,1641,18127,477076,12930,10148009,13718908
64535409,8.39,4148,77,18,89710,5763533,1641,18127,483324,12930,10283553,13897756
65307232,8.33,4148,78,18,90929,5841593,1641,18127,488836,12930,10419829,14076068
66084085,8.41,4148,79,18,92009,5920106,1641,18127,494253,12930,10557621,14252818
66854171,8.35,4148,80,18,93177,5996192,1641,18127,500843,12930,10694260,14430927
67620006,8.38,4148,81,18,94321,6077061,1641,18127,507381,12930,10832553,14611852
68387173,8.31,4148,82,18,95459,6156332,1641,18127,512518,12930,10972340,14794493
75397590,8.43,4148,83,18,96615,6230338,1641,18127,519888,12930,11106578,14967052
69947915,8.37,4148,84,18,97710,6305327,1641,18127,526696,12930,11241761,15140851
70712573,8.39,4148,85,18,98826,6385536,1641,18127,531634,12930,11381828,15322864
71471825,8.33,4148,86,18,99959,6468594,1641,18127,537365,12930,11523921,15509744
72252765,8.31,4148,87,18,101171,6543108,1641,18127,544436,12930,11656639,15681618
73026659,8.40,4148,88,18,102374,6620119,1641,18127,549363,12930,11793983,15858466
73796643,8.42,4148,89,18,103442,6699092,1641,18127,555043,12930,11932184,16042228
74565407,8.39,4148,90,18,104535,6777672,1641,18127,561219,12930,12072394,16228398
75335117,8.35,4148,91,18,105658,6857951,1641,18127,567004,12930,12213651,16412147
76103532,8.33,4148,92,18,106773,6938208,1641,18127,571089,12930,12354315,16597387
76869472,8.39,4148,93,18,107886,7014887,1641,18127,577380,12930,12494415,16785220
77638187,8.37,4148,94,18,108897,7093161,1641,18127,583428,12930,12635237,16967413
78406452,8.38,4148,95,18,109988,7171919,1641,18127,589291,12930,12774839,17148109
79174908,8.36,4148,96,18,111081,7254702,1641,18127,596705,12930,12914778,17324275
79948988,8.37,4148,97,18,112104,7335391,1641,18127,602687,12930,13055382,17497493
80706365,8.34,4148,98,18,113357,7424107,1641,18127,608377,12930,13200620,17684004
81470567,8.38,4148,99,18,114319,7511483,1641,18127,614948,12930,13345136,17867540
82244127,8.41,4148,100,18,115398,7595452,1641,18127,621626,12930,13485553,18048112
83003013,8.36,4148,101,18,116478,7684396,1641,18127,628632,12930,13631691,18233224
83764506,8.42,4148,102,18,117482,7772937,1641,18127,634935,12930,13776179,18418566
92113726,8.30,4148,103,18,118621,7857432,1641,18127,639997,12930,13917177,18598060
85303079,8.35,4148,104,18,119708,7937944,1641,18127,645958,12930,14057104,18781878
86073019,8.36,4148,105,18,120822,8014802,1641,18127,651645,12930,14194890,18963847
86841181,8.33,4148,106,18,121841,8092747,1641,18127,658166,12930,14333833,19148114
87596223,8.42,4148,107,18,122977,8175668,1641,18127,665664,12930,14476980,19336713
96292068,8.39,4148,108,18,124077,8260203,1641,18127,672053,12930,14621835,19527773
89133740,8.37,4148,109,18,125291,8334775,1641,18127,678904,12930,14758496,19705041
89896610,8.36,4148,110,18,126387,8413848,1641,18127,685071,12930,14898772,19890387
98809425,8.30,4148,111,18,127416,8492211,1641,18127,691716,12930,15038893,20076097
91431882,8.38,4148,112,18,128490,8574454,1641,18127,699438,12930,15179353,20258874
100476735,8.40,4148,113,18,129527,8651464,1641,18127,706982,12930,15317546,20442575
92986951,8.38,4148,114,18,130400,8723657,1641,18127,713823,12930,15450926,20616885
93759523,8.39,4148,115,18,131553,8798973,1641,18127,721227,12930,15586479,20793681
94531148,8.37,4148,116,18,132590,8874729,1641,18127,727420,12930,15723003,20975469
95306722,8.33,4148,117,18,133646,8950865,1641,18127,733097,12930,15859710,21155263
96088365,8.34,4148,118,18,134797,9021582,1641,18127,740279,12930,15990500,21326432
96868437,8.40,4148,119,18,135880,9093187,1641,18127,746552,12930,16123877,21502773
97646976,8.41,4148,120,18,136910,9166937,1641,18127,752809,12930,16261046,21682423
98413584,8.40,4148,121,18,137882,9247616,1641,18127,759727,12930,16401155,21868311
99195371,8.38,4148,122,18,139129,9321310,1641,18127,765657,12930,16537263,22043152
99958021,8.35,4148,123,18,140283,9402232,1641,18127,771829,12930,16678468,22230112
100728016,8.15,4148,124,18,141364,9477902,1641,18127,777706,12930,16814939,22411899
101486236,8.67,4148,125,18,142569,9561102,1641,18127,785775,12930,16959069,22599241
102260816,8.32,4148,126,18,143677,9639303,1641,18127,792700,12930,17097385,22777067
103030345,8.40,4148,127,18,144690,9719740,1641,18127,798673,12930,17238534,22960275
103793427,8.40,4148,128,18,145843,9800525,1641,18127,805351,12930,17378999,23148176
104569587,8.10,4148,129,18,146848,9877064,1641,18127,811687,12930,17515160,23327797
105353499,8.54,4148,130,18,148011,9948838,1641,18127,815970,12930,17649307,23505018
106129283,8.43,4148,131,18,149054,10025400,1641,18127,822119,12930,17786635,23687740
106894629,8.39,4148,132,18,150255,10101232,1641,18127,829244,12930,17924830,23870988
107658189,8.41,4148,133,18,151358,10182913,1641,18127,835707,12930,18066236,24055279
108421413,8.37,4148,134,18,152472,10264517,1641,18127,842089,12930,18208215,24241518
109196709,8.37,4148,135,18,153607,10339793,1641,18127,849292,12930,18345447,24421927
109965300,8.32,4148,136,18,154671,10419133,1641,18127,856229,12930,18487219,24605034
110726163,8.41,4148,137,18,155809,10503160,1641,18127,862822,12930,18629908,24793671
121467377,8.38,4148,138,18,156958,10581237,1641,18127,868527,12930,18769782,24977724
112261945,8.40,4148,139,18,158032,10662259,1641,18127,875054,12930,18909350,25159917
113022593,8.36,4148,140,18,159038,10748544,1641,18127,881153,12930,19052532,25350032
113801803,8.40,4148,141,18,160086,10823956,1641,18127,887529,12930,19186920,25524597
114565704,8.37,4148,142,18,161244,10906477,1641,18127,892932,12930,19327502,25708237
115327102,8.37,4148,143,18,162442,10988052,1641,18127,899215,12930,19469071,25893394
116103115,8.04,4148,144,18,163526,11065536,1641,18127,904524,12930,19602982,26069101
127338601,8.72,4148,145,18,164654,11148288,1641,18127,912145,12930,19746741,26253740
117636282,8.28,4148,146,18,165647,11229962,1641,18127,919005,12930,19886175,26434637
118405019,8.19,4148,147,18,166776,11308619,1641,18127,926633,12930,20022596,26613859
129855194,8.68,4148,148,18,167886,11386969,1641,18127,934429,12930,20163033,26797120
119928654,8.38,4148,149,18,168976,11471158,1641,18127,940750,12930,20308284,26989255
120689970,8.29,4148,150,18,170088,11549880,1641,18127,947602,12930,20448808,27174492
132361462,8.45,4148,151,18,171139,11633459,1641,18127,953384,12930,20593323,27365535
122212854,8.40,4148,152,18,172081,11712007,1641,18127,960635,12930,20731999,27549736
122986704,8.35,4148,153,18,173183,11787303,1641,18127,967080,12930,20869020,27732406
123754061,8.37,4148,154,18,174438,11869000,1641,18127,973130,12930,21006074,27914340
124527997,8.37,4148,155,18,175515,11945429,1641,18127,979992,12930,21141133,28091007
125308776,8.32,4148,156,18,176700,12019485,1641,18127,987094,12930,21273824,28263149
126073586,8.41,4148,157,18,177806,12100692,1641,18127,993563,12930,21413012,28447252
126835821,8.40,4148,158,18,178936,12181758,1641,18127,999372,12930,21554244,28629378
139097472,8.43,4148,159,18,180009,12254685,1641,18127,1005131,12930,21689876,28810236
128375095,8.23,4148,160,18,181181,12335675,1641,18127,1010934,12930,21832073,28995381
129143369,8.44,4148,161,18,182278,12412726,1641,18127,1016577,12930,21970188,29175953
129916403,8.42,4148,162,18,183419,12491598,1641,18127,1022746,12930,22108612,29357633
130685177,8.38,4148,163,18,184533,12570062,1641,18127,1026847,12930,22248356,29542147
131459805,8.38,4148,164,18,185715,12646119,1641,18127,1032481,12930,22387676,29723984
144113811,8.64,4148,165,18,186801,12729231,1641,18127,1038757,12930,22533372,29914158
132992832,8.37,4148,166,18,187906,12806631,1641,18127,1045287,12930,22670797,30091794
133762023,8.29,4148,167,18,189044,12882746,1641,18127,1050649,12930,22808798,30274818
146628842,8.46,4148,168,18,190143,12960798,1641,18127,1056484,12930,22949237,30460580
147466440,8.37,4148,169,18,191251,13038851,1641,18127,1063295,12930,23085483,30638298
136085701,8.25,4148,170,18,192470,13115171,1641,18127,1070453,12930,23221867,30812978
136899880,7.52,4148,171,18,193591,13174587,1641,18127,1077965,12930,23339224,30964555
137646368,9.34,4148,172,18,194740,13267156,1641,18127,1085912,12930,23494491,31153628
138427015,7.83,4148,173,18,195931,13345140,1641,18127,1092417,12930,23627901,31325238
139182395,8.93,4148,174,18,196928,13434397,1641,18127,1098193,12930,23777716,31513219
139942055,8.35,4148,175,18,198023,13522871,1641,18127,1104600,12930,23925275,31700052
140734184,8.31,4148,176,18,199155,13591531,1641,18127,1112337,12930,24054075,31866775
141512434,8.45,4148,177,18,200289,13664974,1641,18127,1118409,12930,24190566,32037960
142268301,8.37,4148,178,18,201462,13750803,1641,18127,1123330,12930,24335441,32219949
143032300,8.37,4148,179,18,202590,13838312,1641,18127,1130099,12930,24477848,32401071
156700502,8.04,4148,180,18,203882,13919322,1641,18127,1136478,12930,24614826,32575365
144581598,8.19,4148,181,18,204999,13999988,1641,18127,1143030,12930,24751385,32747283
145329892,8.88,4148,182,18,206166,14093127,1641,18127,1149022,12930,24901727,32938616
146092168,8.40,4148,183,18,207224,14181186,1641,18127,1155518,12930,25048845,33123596
146850111,8.32,4148,184,18,208364,14267934,1641,18127,1161356,12930,25193791,33312060
160865739,8.37,4148,185,18,209351,14348923,1641,18127,1169380,12930,25332973,33490835
148410208,8.39,4148,186,18,210406,14419294,1641,18127,1174910,12930,25463437,33658611
149171413,8.29,4148,187,18,211521,14499010,1641,18127,1182075,12930,25603007,33842791
149934504,8.45,4148,188,18,212644,14579356,1641,18127,1187208,12930,25744592,34028432
150705355,8.34,4148,189,18,213686,14655280,1641,18127,1193274,12930,25881873,34209765
151471058,8.42,4148,190,18,214632,14735515,1641,18127,1200970,12930,26022727,34395859
152245644,8.21,4148,191,18,215816,14810458,1641,18127,1207027,12930,26157776,34572530
153015320,8.47,4148,192,18,216866,14887192,1641,18127,1212521,12930,26296243,34755722
153783808,8.45,4148,193,18,218150,14961759,1641,18127,1219697,12930,26432672,34936253
154550220,8.39,4148,194,18,219278,15039558,1641,18127,1225063,12930,26572558,35121199
155332715,8.35,4148,195,18,220509,15112270,1641,18127,1231533,12930,26707429,35296555
156108677,8.33,4148,196,18,221629,15185738,1641,18127,1238088,12930,26842743,35474092
156878697,8.45,4148,197,18,222815,15261380,1641,18127,1245511,12930,26978515,35655439
157664594,8.22,4148,198,18,223905,15334131,1641,18127,1251907,12930,27112548,35830101
158443183,8.51,4148,199,18,225124,15407643,1641,18127,1257760,12930,27247150,36004731
173504663,8.37,4148,200,18,226248,15477975,1641,18127,1263141,12930,27380681,36179385
160009214,8.30,4148,201,18,227466,15553507,1641,18127,1270181,12930,27516448,36353773
160776553,8.43,4148,202,18,228563,15633496,1641,18127,1275465,12930,27656171,36534946
161542118,8.40,4148,203,18,229751,15715579,1641,18127,1281241,12930,27796349,36717798
162311158,8.36,4148,204,18,230946,15796859,1641,18127,1287884,12930,27937650,36903563
177693023,8.36,4148,205,18,231960,15877839,1641,18127,1294612,12930,28075736,37085184
163867057,8.34,4148,206,18,233142,15945981,1641,18127,1301479,12930,28205847,37254629
179392678,8.37,4148,207,18,234260,16016260,1641,18127,1308908,12930,28338512,37426236
165425488,8.39,4148,208,18,235309,16090517,1641,18127,1315088,12930,28473885,37599718
166199090,8.27,4148,209,18,236465,16172673,1641,18127,1321361,12930,28613001,37776051
166973554,8.41,4148,210,18,237685,16251282,1641,18127,1327844,12930,28752329,37949668
167742126,8.36,4148,211,18,238788,16335179,1641,18127,1333757,12930,28893757,38128867
168520410,8.31,4148,212,18,239801,16417513,1641,18127,1341332,12930,29033194,38301758
184434404,8.42,4148,213,18,240893,16495401,1641,18127,1349106,12930,29172456,38479435
170074785,8.40,4148,214,18,242005,16567106,1641,18127,1355339,12930,29304167,38649952
170849105,8.29,4148,215,18,243044,16641518,1641,18127,1360965,12930,29438137,38830598
171649177,8.46,4148,216,18,244234,16710862,1641,18127,1366132,12930,29568255,38992077
172413242,8.34,4148,217,18,245297,16793015,1641,18127,1372354,12930,29709919,39176890
173174664,8.43,4148,218,18,246438,16875730,1641,18127,1378340,12930,29850652,39361820
173952654,8.33,4148,219,18,247624,16951863,1641,18127,1383169,12930,29987388,39538596
174725403,8.38,4148,220,18,248692,17027526,1641,18127,1389824,12930,30123022,39716922
175496882,8.40,4148,221,18,249874,17103807,1641,18127,1396057,12930,30261340,39898338
176274934,8.39,4148,222,18,251060,17179047,1641,18127,1402788,12930,30398295,40077972
177048022,8.35,4148,223,18,252191,17256811,1641,18127,1409336,12930,30537067,40258322
177843205,7.18,4148,224,18,253430,17325053,1641,18127,1414385,12930,30659384,40421701
178607342,9.48,4148,225,18,254471,17408776,1641,18127,1419256,12930,30811380,40611063
179372762,8.37,4148,226,18,255589,17487579,1641,18127,1426673,12930,30947758,40790353
196244624,8.39,4148,227,18,256631,17555109,1641,18127,1434379,12930,31074455,40955015
180940817,8.37,4148,228,18,257760,17628151,1641,18127,1440034,12930,31207898,41131843
181715159,8.37,4148,229,18,258875,17704580,1641,18127,1445991,12930,31343052,41314218
182485747,8.37,4148,230,18,259935,17780569,1641,18127,1452921,12930,31480764,41497802
199615435,8.42,4148,231,18,261186,17849930,1641,18127,1460480,12930,31613036,41673515
