period,tiT,experiment_runn,measurer,main,IDLE,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
28,12226963,1225127,94586,96588,20145666,18,15702,13421,24019,4356895,1823,290608,4144,8.78
29,13176380,1320636,100952,96588,28886274,18,15702,13421,25393,4638153,1823,290608,4144,8.65
30,13641885,1367374,104036,96588,21711693,18,15702,13421,26081,4775504,1823,290608,4144,8.64
31,14117255,1416801,107534,96588,30537633,18,15702,13421,26894,4914828,1823,290608,4144,8.66
32,14588701,1463803,110615,96588,31358110,18,15702,13421,27593,5056528,1823,290608,4144,8.65
33,15045654,1508764,113994,96588,23282550,18,15702,13421,28409,5195188,1823,290608,4144,8.42
34,15531238,1559750,117454,96588,33006200,18,15702,13421,29145,5339517,1823,290608,4144,8.87
35,16000435,1605439,120551,96588,33831919,18,15702,13421,29841,5481277,1823,290608,4144,8.65
36,16471629,1651626,123640,96588,34659168,18,15702,13421,30616,5619858,1823,290608,4144,8.65
37,16941078,1699504,126737,96588,35485194,18,15702,13421,31336,5760433,1823,290608,4144,8.65
38,17411904,1747511,129817,96588,36307896,18,15702,13421,32037,5901448,1823,290608,4144,8.65
39,17881071,1794670,132899,96588,37135895,18,15702,13421,32622,6038550,1823,290608,4144,8.65
40,18350195,1841465,135982,96588,37961350,18,15702,13421,33429,6178046,1823,290608,4144,8.65
41,18822015,1888986,139062,96588,38784512,18,15702,13421,34123,6320122,1823,290608,4144,8.66
42,19298281,1936019,142140,96588,39606763,18,15702,13421,34785,6462188,1823,290608,4144,8.78
43,19761094,1980478,145295,96588,40435098,18,15702,13421,35476,6601842,1823,290608,4144,8.50
44,20229721,2025710,148189,96588,41260165,18,15702,13421,36443,6742081,1823,290608,4144,8.66
45,20706824,2071689,151668,96588,29503232,18,15702,13421,37154,6888020,1823,290608,4144,8.83
46,21191188,2119506,154872,96588,30018770,18,15702,13421,37836,7030866,1823,290608,4144,8.80
47,21645679,2164444,158504,96588,43747328,18,15702,13421,38759,7166893,1823,290608,4144,8.26
48,22145234,2212912,161600,96588,44565221,18,15702,13421,39408,7314613,1823,290608,4144,9.19
49,22614440,2259695,164684,96588,45388569,18,15702,13421,40012,7454744,1823,290608,4144,8.63
50,23078275,2305179,168254,96588,32110159,18,15702,13421,40801,7594164,1823,290608,4144,8.54
51,23569313,2352387,171887,96588,32616124,18,15702,13421,41584,7739348,1823,290608,4144,8.97
52,24017970,2397452,175535,96588,47875070,18,15702,13421,42252,7873940,1823,290608,4144,8.15
53,24435885,2437673,178881,96588,48728234,18,15702,13421,42972,7999269,1823,290608,4144,7.67
54,24999860,2490936,181837,96588,34176614,18,15702,13421,43591,8165470,1823,290608,4144,10.39
55,25471949,2537284,185236,96588,50350472,18,15702,13421,44490,8306608,1823,290608,4144,8.66
56,25942117,2582569,188344,96588,51174005,18,15702,13421,45155,8446592,1823,290608,4144,8.65
57,26382942,2626695,191424,96588,52009555,18,15702,13421,45837,8578502,1823,290608,4144,8.15
58,26882394,2676617,194626,96588,52833308,18,15702,13421,46666,8728267,1823,290608,4144,9.14
59,27242433,2709731,197894,96588,36902795,18,15702,13421,47407,8841642,1823,290608,4144,6.68
60,27784309,2763701,201646,96588,54496693,18,15702,13421,48123,9003265,1823,290608,4144,9.89
61,28273693,2810846,204719,96588,37856821,18,15702,13421,48934,9149093,1823,290608,4144,9.10
62,28784291,2862846,207693,96588,56127471,18,15702,13421,49704,9298524,1823,290608,4144,9.37
63,29255963,2911990,210975,96588,56953437,18,15702,13421,50405,9435775,1823,290608,4144,8.64
64,29666014,2955820,213863,96588,57795974,18,15702,13421,51080,9559304,1823,290608,4144,7.56
65,29984448,2989125,217149,96588,40108447,18,15702,13421,51839,9658669,1823,290608,4144,5.90
66,30224156,3015681,220501,96588,59575257,18,15702,13421,52667,9734884,1823,290608,4144,4.36
67,30294831,3019484,223596,96588,60539221,18,15702,13421,53550,9767086,1823,290608,4144,1.25
68,30698140,3062452,226984,96588,61384199,18,15702,13421,54251,9889752,1823,290608,4144,7.42
69,31167663,3111791,229848,96588,62205086,18,15702,13421,55028,10027078,1823,290608,4144,8.65
70,31658373,3160709,232943,96588,63024951,18,15702,13421,55589,10168278,1823,290608,4144,9.09
71,32282489,3224815,238856,96588,64778622,18,15702,13421,56997,10364563,1823,290608,4144,7.23
72,32569244,3254546,241947,96588,45488468,18,15702,13421,57759,10457286,1823,290608,4144,5.28
73,33037030,3303698,245047,96588,66490994,18,15702,13421,58353,10593547,1823,290608,4144,8.56
74,33575002,3359749,247762,96588,67289259,18,15702,13421,59000,10752267,1823,290608,4144,9.96
75,34105627,3413735,251123,96588,68099748,18,15702,13421,59714,10905982,1823,290608,4144,9.75
76,34647326,3468354,254474,96588,47380138,18,15702,13421,60413,11065997,1823,290608,4144,10.03
77,35149406,3518078,257533,96588,69707385,18,15702,13421,60973,11212566,1823,290608,4144,9.22
78,35673775,3571903,260787,96588,48344432,18,15702,13421,61552,11365218,1823,290608,4144,9.60
79,36212040,3626244,264288,96588,48797367,18,15702,13421,62218,11516854,1823,290608,4144,9.96
80,36712494,3678573,267792,96588,72145465,18,15702,13421,62953,11662736,1823,290608,4144,9.14
81,37237611,3731509,271075,96588,49763632,18,15702,13421,63596,11812330,1823,290608,4144,9.70
82,37730594,3782303,274499,96588,50263609,18,15702,13421,64131,11955957,1823,290608,4144,9.00
83,38211666,3830198,277502,96588,50770782,18,15702,13421,64765,12093536,1823,290608,4144,8.94
84,38754694,3885397,281090,96588,51221429,18,15702,13421,65452,12249837,1823,290608,4144,9.95
85,39255720,3935135,284680,96588,51719312,18,15702,13421,66060,12393436,1823,290608,4144,9.18
86,39767285,3986947,287899,96588,77046158,18,15702,13421,66622,12540749,1823,290608,4144,9.36
87,40262769,4037074,291333,96588,52696219,18,15702,13421,67280,12686058,1823,290608,4144,9.13
88,40797316,4090703,294674,96588,53156114,18,15702,13421,67996,12838440,1823,290608,4144,9.82
89,41307120,4142206,298074,96588,79495539,18,15702,13421,68656,12986849,1823,290608,4144,9.27
90,41909544,4201249,301530,96588,54033136,18,15702,13421,69320,13158176,1823,290608,4144,11.13
91,42455860,4257953,304756,96588,54475276,18,15702,13421,70028,13315778,1823,290608,4144,10.11
92,43024205,4313771,307852,96588,81874013,18,15702,13421,70726,13479461,1823,290608,4144,10.42
93,43585203,4372906,310901,96588,55321506,18,15702,13421,71243,13639625,1823,290608,4144,10.38
94,44187957,4431844,314095,96588,83453319,18,15702,13421,71961,13810549,1823,290608,4144,11.07
95,44690091,4482955,317504,96588,84272246,18,15702,13421,72582,13954549,1823,290608,4144,9.28
96,45080570,4523391,319948,96588,85125044,18,15702,13421,73252,14071332,1823,290608,4144,7.15
97,45595233,4575007,323228,96588,85933306,18,15702,13421,73953,14224058,1823,290608,4144,9.54
98,46174766,4632139,326150,96588,86721963,18,15702,13421,74702,14393540,1823,290608,4144,10.75
99,46734396,4687372,329822,96588,87517760,18,15702,13421,75437,14558833,1823,290608,4144,10.40
100,47169137,4731351,333118,96588,88367656,18,15702,13421,76187,14691013,1823,290608,4144,7.90
101,47677378,4782507,336839,96588,59174228,18,15702,13421,76931,14840051,1823,290608,4144,9.37
102,48026470,4817620,340269,96588,90053036,18,15702,13421,77565,14943195,1823,290608,4144,6.42
103,48561015,4871292,343739,96588,60281002,18,15702,13421,78359,15096443,1823,290608,4144,9.79
104,49070376,4923876,347500,96588,60764522,18,15702,13421,79084,15244152,1823,290608,4144,9.36
105,49591449,4978776,350622,96588,61239723,18,15702,13421,79821,15397870,1823,290608,4144,9.49
106,50070307,5027771,354099,96588,61758394,18,15702,13421,80474,15536405,1823,290608,4144,8.72
107,50544534,5076310,357971,96588,62279731,18,15702,13421,81210,15676751,1823,290608,4144,8.69
108,51021904,5124990,361743,96588,62801054,18,15702,13421,81992,15817295,1823,290608,4144,8.71
109,51497526,5172132,364656,96588,95796738,18,15702,13421,82786,15961100,1823,290608,4144,8.68
110,51965655,5218149,367930,96588,96623568,18,15702,13421,83431,16099396,1823,290608,4144,8.65
111,52381056,5257338,371559,96588,64423210,18,15702,13421,84071,16224093,1823,290608,4144,7.74
112,52895061,5307697,374997,96588,64898560,18,15702,13421,84903,16376240,1823,290608,4144,9.50
113,53354854,5353406,378921,96588,65435051,18,15702,13421,85628,16514913,1823,290608,4144,8.41
114,53853686,5402456,382400,96588,65938496,18,15702,13421,86253,16663312,1823,290608,4144,9.15
115,54319767,5450827,385576,96588,100766721,18,15702,13421,86974,16803642,1823,290608,4144,8.51
116,54797092,5499864,389026,96588,66971156,18,15702,13421,87760,16948211,1823,290608,4144,8.81
117,55271619,5548936,392382,96588,102414664,18,15702,13421,88401,17091068,1823,290608,4144,8.61
118,55753378,5596934,395649,96588,68000275,18,15702,13421,89142,17231673,1823,290608,4144,8.88
119,56203092,5641912,399193,96588,104069400,18,15702,13421,89922,17362867,1823,290608,4144,8.17
120,56694576,5691753,402295,96588,69047141,18,15702,13421,90613,17507492,1823,290608,4144,9.08
121,57173921,5740403,405490,96588,69556247,18,15702,13421,91298,17650079,1823,290608,4144,8.78
122,57645167,5787236,408861,96588,106537500,18,15702,13421,92043,17788013,1823,290608,4144,8.61
123,58115491,5835736,412492,96588,107363098,18,15702,13421,92818,17927354,1823,290608,4144,8.68
124,58587453,5883690,415613,96588,108195473,18,15702,13421,93508,18063231,1823,290608,4144,8.60
125,59025548,5927075,418670,96588,71668695,18,15702,13421,94199,18195504,1823,290608,4144,8.16
126,59481525,5971589,422172,96588,109880953,18,15702,13421,94935,18330445,1823,290608,4144,8.28
127,60026054,6026003,425534,96588,110683508,18,15702,13421,95781,18487030,1823,290608,4144,10.05
128,60480284,6070525,428968,96588,111517410,18,15702,13421,96342,18618775,1823,290608,4144,8.36
129,60962974,6116881,431989,96588,73714023,18,15702,13421,97049,18761655,1823,290608,4144,8.92
130,61418125,6161426,435526,96588,113171347,18,15702,13421,97810,18896329,1823,290608,4144,8.30
131,61907381,6209607,438316,96588,113991931,18,15702,13421,98428,19038948,1823,290608,4144,9.01
132,62122957,6230438,441651,96588,75537521,18,15702,13421,99163,19107946,1823,290608,4144,4.01
133,62569482,6276942,445337,96588,115737098,18,15702,13421,99991,19243922,1823,290608,4144,8.14
134,63096145,6330394,448813,96588,76546689,18,15702,13421,100687,19397353,1823,290608,4144,9.75
135,63625686,6384075,451746,96588,117352629,18,15702,13421,101457,19551707,1823,290608,4144,9.76
136,64121369,6434427,454814,96588,77507549,18,15702,13421,102214,19695580,1823,290608,4144,9.10
137,64675875,6488831,458381,96588,118974913,18,15702,13421,102806,19853619,1823,290608,4144,10.12
138,65201628,6540444,462276,96588,78410902,18,15702,13421,103570,20006214,1823,290608,4144,9.67
139,65684169,6587938,464856,96588,120604702,18,15702,13421,104194,20150135,1823,290608,4144,8.87
140,66112693,6628545,468183,96588,79479563,18,15702,13421,104953,20277818,1823,290608,4144,8.00
141,66626070,6678434,472323,96588,79964095,18,15702,13421,105636,20431315,1823,290608,4144,9.42
142,67103512,6725494,475636,96588,80482232,18,15702,13421,106454,20573112,1823,290608,4144,8.74
143,67580047,6773124,478891,96588,123917575,18,15702,13421,107252,20713801,1823,290608,4144,8.69
144,68049135,6820570,482227,96588,124738913,18,15702,13421,108009,20856075,1823,290608,4144,8.66
145,68515522,6868178,485564,96588,82044643,18,15702,13421,108853,20996495,1823,290608,4144,8.62
146,68988867,6914329,489236,96588,82558461,18,15702,13421,109438,21137040,1823,290608,4144,8.81
147,69401818,6954974,492072,96588,127246216,18,15702,13421,110260,21259171,1823,290608,4144,7.50
148,69893625,7002549,495437,96588,128063241,18,15702,13421,111012,21405330,1823,290608,4144,9.08
149,70404672,7050564,498690,96588,84126934,18,15702,13421,111779,21559383,1823,290608,4144,9.43
150,70886745,7098129,502292,96588,84636594,18,15702,13421,112548,21703243,1823,290608,4144,8.83
151,71363854,7144908,505491,96588,85155671,18,15702,13421,113165,21847240,1823,290608,4144,8.77
152,71839669,7192121,509035,96588,131350051,18,15702,13421,113909,21988024,1823,290608,4144,8.66
153,72305187,7236815,511876,96588,132174430,18,15702,13421,114597,22129217,1823,290608,4144,8.65
154,72717304,7277639,515236,96588,133018650,18,15702,13421,115439,22253174,1823,290608,4144,7.57
155,73188793,7323871,518588,96588,133843937,18,15702,13421,116108,22393617,1823,290608,4144,8.75
156,73709316,7373536,522176,96588,87766625,18,15702,13421,116837,22551031,1823,290608,4144,9.63
157,74162062,7416709,525170,96588,135481411,18,15702,13421,117656,22685933,1823,290608,4144,8.36
158,74633667,7460469,528401,96588,136313525,18,15702,13421,118374,22828252,1823,290608,4144,8.68
159,75127180,7508536,531764,96588,137127891,18,15702,13421,119092,22976804,1823,290608,4144,9.13
160,75595561,7554349,535102,96588,137955686,18,15702,13421,119944,23116515,1823,290608,4144,8.65
161,76065799,7600677,538217,96588,138776994,18,15702,13421,120679,23258749,1823,290608,4144,8.65
162,76534944,7646488,541588,96588,139604267,18,15702,13421,121515,23396742,1823,290608,4144,8.65
163,77007602,7692077,544731,96588,140428512,18,15702,13421,122273,23540210,1823,290608,4144,8.65
164,77401909,7729485,548468,96588,92006757,18,15702,13421,123133,23660529,1823,290608,4144,7.25
165,77953710,7781789,552238,96588,92444585,18,15702,13421,123824,23822732,1823,290608,4144,10.12
166,78443078,7828013,555799,96588,92956198,18,15702,13421,124555,23972681,1823,290608,4144,8.91
167,78887633,7869710,559749,96588,93513720,18,15702,13421,125389,24104547,1823,290608,4144,8.10
168,79374194,7917094,563282,96588,144590368,18,15702,13421,126221,24248078,1823,290608,4144,8.81
169,79872091,7966535,566639,96588,145403510,18,15702,13421,126846,24396588,1823,290608,4144,9.13
170,80367603,8012910,569812,96588,95031204,18,15702,13421,127729,24548459,1823,290608,4144,9.11
171,80841594,8057213,573530,96588,95558104,18,15702,13421,128438,24686718,1823,290608,4144,8.69
172,81158770,8086039,577321,96588,96238304,18,15702,13421,129088,24785752,1823,290608,4144,5.74
173,81693909,8136834,580909,96588,96699830,18,15702,13421,129837,24942300,1823,290608,4144,9.82
174,82281226,8193414,583984,96588,149533904,18,15702,13421,130538,25112580,1823,290608,4144,10.84
175,82712684,8234062,587946,96588,97662033,18,15702,13421,131274,25242260,1823,290608,4144,8.05
176,83221968,8284647,591345,96588,151195856,18,15702,13421,131909,25396918,1823,290608,4144,9.24
177,83691525,8330561,594684,96588,152019113,18,15702,13421,132545,25537311,1823,290608,4144,8.65
period,tiT,experiment_runn,measurer,main,IDLE,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,7861,452,891,96588,4235963,18,15695,23811,3220,701597,1823,290608,4144,0.01
1,10186,6013,11686,96588,4413647,18,15695,23811,4259,711753,1823,290608,4144,0.00
2,11174,6013,14301,96588,5402653,18,15695,23811,5250,720560,1823,290608,4144,0.00
3,372659,46191,17218,96588,6255866,18,15695,23811,5975,836277,1823,290608,4144,6.64
4,883911,97448,19956,96588,7348628,18,15695,23811,6709,989747,1823,290608,4144,9.54
5,1362123,144305,24328,96588,7863504,18,15695,23811,7417,1138506,1823,290608,4144,8.75
6,1839965,193260,27912,96588,8709755,18,15695,23811,8134,1284181,1823,290608,4144,8.64
7,2196059,228489,30665,96588,9579040,18,15695,23811,8900,1388696,1823,290608,4144,6.49
8,2730372,279451,33689,96588,9467921,18,15695,23811,9607,1548009,1823,290608,4144,9.89
9,3254458,330370,37334,96588,11196128,18,15695,23811,10389,1701005,1823,290608,4144,9.57
10,3726152,375523,40332,96588,12019870,18,15695,23811,11039,1841872,1823,290608,4144,8.65
11,4199352,422365,43343,96588,12840690,18,15695,23811,11808,1984495,1823,290608,4144,8.66
12,4670906,469536,46149,96588,13665842,18,15695,23811,12413,2125437,1823,290608,4144,8.65
13,5140923,515724,49047,96588,14485601,18,15695,23811,12975,2270188,1823,290608,4144,8.64
14,5575777,560227,52054,96588,15316295,18,15695,23811,13600,2407129,1823,290608,4144,8.01
15,5978192,602036,54770,96588,16159879,18,15695,23811,14408,2533299,1823,290608,4144,7.40
16,6498426,651016,57856,96588,13634761,18,15695,23811,15091,2688456,1823,290608,4144,9.72
17,7025977,703524,61157,96588,14103412,18,15695,23811,15792,2846397,1823,290608,4144,9.72
18,7501814,749287,65326,96588,14632426,18,15695,23811,16397,2993034,1823,290608,4144,8.70
19,7985975,797061,68465,96588,19441214,18,15695,23811,17080,3139241,1823,290608,4144,8.88
20,8254031,823129,71557,96588,20333586,18,15695,23811,17844,3226081,1823,290608,4144,4.95
21,8776969,873377,75055,96588,16347337,18,15695,23811,18621,3381197,1823,290608,4144,9.73
22,9369819,931366,78017,96588,16743429,18,15695,23811,19417,3556981,1823,290608,4144,11.02
23,9875343,979827,81747,96588,17234758,18,15695,23811,20244,3711371,1823,290608,4144,9.32
24,10359102,1027090,85402,96588,23564060,18,15695,23811,20989,3856227,1823,290608,4144,8.79
25,10822401,1071748,88272,96588,18267987,18,15695,23811,21746,3998995,1823,290608,4144,8.61
26,11298503,1119922,92106,96588,25218110,18,15695,23811,22537,4142485,1823,290608,4144,8.68
27,11690899,1157610,95202,96588,26068307,18,15695,23811,23394,4264632,1823,290608,4144,7.26
28,12265560,1209923,98584,96588,19795998,18,15695,23811,24066,4438465,1823,290608,4144,10.74
29,12734639,1255131,102227,96588,20319321,18,15695,23811,24775,4576511,1823,290608,4144,8.65
30,13206116,1301765,105358,96588,28509343,18,15695,23811,25571,4718868,1823,290608,4144,8.65
31,13674431,1347038,108453,96588,29333750,18,15695,23811,26317,4861118,1823,290608,4144,8.65
32,14144670,1394231,111548,96588,30156794,18,15695,23811,27039,5002820,1823,290608,4144,8.65
33,14614512,1439340,114802,96588,22398666,18,15695,23811,27830,5145927,1823,290608,4144,8.65
34,15084635,1485668,117831,96588,31808330,18,15695,23811,28437,5288273,1823,290608,4144,8.65
35,15553954,1532133,120906,96588,32631010,18,15695,23811,29168,5431080,1823,290608,4144,8.65
36,15999555,1575284,124638,96588,23981212,18,15695,23811,29948,5568648,1823,290608,4144,8.28
37,16375445,1611904,128044,96588,34337933,18,15695,23811,30834,5680585,1823,290608,4144,6.84
38,16642224,1636796,131626,96588,25339556,18,15695,23811,31549,5763569,1823,290608,4144,4.99
39,17240313,1694777,135549,96588,25733602,18,15695,23811,32224,5935833,1823,290608,4144,11.02
40,17888725,1757015,138822,96588,36797240,18,15695,23811,32861,6121875,1823,290608,4144,11.92
41,18378168,1804855,141551,96588,37612547,18,15695,23811,33571,6269915,1823,290608,4144,9.04
42,18854496,1850915,145159,96588,38431473,18,15695,23811,34298,6415805,1823,290608,4144,8.79
43,19333160,1896751,148266,96588,27626326,18,15695,23811,34892,6558951,1823,290608,4144,8.79
44,19779444,1939941,151962,96588,40110532,18,15695,23811,35665,6690771,1823,290608,4144,8.18
45,20293079,1989040,155880,96588,28667258,18,15695,23811,36507,6845985,1823,290608,4144,9.45
46,20768003,2035383,159712,96588,29188127,18,15695,23811,37036,6989720,1823,290608,4144,8.66
47,21243351,2081412,165023,96588,29704689,18,15695,23811,37677,7133438,1823,290608,4144,8.68
48,21684805,2126249,167699,96588,43417185,18,15695,23811,38662,7268575,1823,290608,4144,8.12
49,22199507,2176034,171031,96588,30725826,18,15695,23811,39294,7425313,1823,290608,4144,9.55
50,22621487,2218052,174658,96588,31301860,18,15695,23811,39928,7554623,1823,290608,4144,7.70
51,23136915,2270951,178412,96588,31784051,18,15695,23811,40814,7709573,1823,290608,4144,9.49
52,23619148,2318190,181647,96588,46706533,18,15695,23811,41391,7855808,1823,290608,4144,8.75
53,24018566,2357668,185093,96588,47555610,18,15695,23811,42121,7978297,1823,290608,4144,7.38
54,24551946,2408541,187805,96588,48360239,18,15695,23811,42864,8134085,1823,290608,4144,9.91
55,24988386,2451037,191168,96588,33907932,18,15695,23811,43753,8270456,1823,290608,4144,8.08
56,25477750,2501664,195349,96588,34419612,18,15695,23811,44490,8416917,1823,290608,4144,8.99
57,25972030,2550951,199018,96588,34919938,18,15695,23811,45325,8568057,1823,290608,4144,9.09
58,26451449,2596660,202837,96588,35439248,18,15695,23811,46255,8711089,1823,290608,4144,8.81
59,26921132,2644876,206521,96588,35960877,18,15695,23811,46942,8851736,1823,290608,4144,8.61
60,27385861,2691973,210162,96588,36491328,18,15695,23811,47657,8992655,1823,290608,4144,8.47
61,27877730,2739070,213703,96588,36995636,18,15695,23811,48388,9142540,1823,290608,4144,9.02
62,28370254,2785728,217493,96588,37501839,18,15695,23811,49116,9290345,1823,290608,4144,9.04
63,28488848,2797345,220703,96588,38392384,18,15695,23811,49924,9333375,1823,290608,4144,2.13
64,29069526,2855240,224773,96588,38801211,18,15695,23811,50710,9505102,1823,290608,4144,10.68
65,29555533,2906231,227790,96588,57547822,18,15695,23811,51435,9649621,1823,290608,4144,8.92
66,30100049,2961717,230766,96588,39747818,18,15695,23811,52108,9809354,1823,290608,4144,10.09
67,30678647,3020354,234072,96588,59132956,18,15695,23811,52787,9975064,1823,290608,4144,10.60
68,31183900,3072494,237296,96588,40646598,18,15695,23811,53385,10122923,1823,290608,4144,9.35
69,31698617,3120087,240882,96588,41126420,18,15695,23811,54154,10274791,1823,290608,4144,9.44
70,32170019,3167854,244167,96588,41646375,18,15695,23811,54832,10415051,1823,290608,4144,8.60
71,32522486,3200153,247505,96588,62459053,18,15695,23811,55593,10523655,1823,290608,4144,6.38
72,33107837,3257748,250422,96588,63246564,18,15695,23811,56329,10692984,1823,290608,4144,10.82
73,33609152,3308982,253413,96588,43179346,18,15695,23811,57074,10842978,1823,290608,4144,9.26
74,34088594,3356892,257264,96588,64884459,18,15695,23811,57893,10985522,1823,290608,4144,8.82
75,34560469,3403752,260334,96588,44212400,18,15695,23811,58591,11126489,1823,290608,4144,8.64
76,35029761,3450733,263988,96588,66544053,18,15695,23811,59277,11264813,1823,290608,4144,8.50
77,35472455,3493401,267346,96588,45292281,18,15695,23811,60002,11397757,1823,290608,4144,8.21
78,35995843,3544170,270755,96588,68192065,18,15695,23811,60683,11553503,1823,290608,4144,9.58
79,36452560,3589319,274143,96588,69022665,18,15695,23811,61467,11690165,1823,290608,4144,8.41
80,36789530,3620686,276725,96588,46954502,18,15695,23811,62266,11794437,1823,290608,4144,6.20
81,37167792,3657863,280249,96588,47568296,18,15695,23811,62914,11910083,1823,290608,4144,6.98
82,37781754,3717298,284429,96588,47950483,18,15695,23811,63593,12089831,1823,290608,4144,11.28
83,38358801,3774027,287235,96588,72327155,18,15695,23811,64339,12257629,1823,290608,4144,10.66
84,38828155,3820554,290407,96588,73151242,18,15695,23811,65067,12396764,1823,290608,4144,8.65
85,39279764,3864662,293492,96588,73981732,18,15695,23811,65893,12532817,1823,290608,4144,8.31
86,39768469,3912809,296633,96588,49924711,18,15695,23811,66559,12679594,1823,290608,4144,9.00
87,40241363,3959756,299634,96588,50438520,18,15695,23811,67193,12821624,1823,290608,4144,8.69
88,40714658,4007796,302976,96588,76453733,18,15695,23811,67848,12962160,1823,290608,4144,8.70
89,41181983,4055884,305538,96588,77279131,18,15695,23811,68560,13101072,1823,290608,4144,8.60
90,41537051,4090194,308585,96588,78145892,18,15695,23811,69367,13208669,1823,290608,4144,6.49
91,42114026,4145299,311703,96588,78933215,18,15695,23811,70081,13378843,1823,290608,4144,10.63
92,42618104,4194680,314893,96588,53009885,18,15695,23811,70681,13527827,1823,290608,4144,9.32
93,43090779,4241048,318603,96588,53531883,18,15695,23811,71374,13668112,1823,290608,4144,8.58
94,43576281,4288638,322323,96588,54038198,18,15695,23811,72045,13812613,1823,290608,4144,8.84
95,44044418,4336937,325666,96588,82235835,18,15695,23811,72829,13950008,1823,290608,4144,8.52
96,44458726,4380187,329138,96588,55146689,18,15695,23811,73575,14074569,1823,290608,4144,7.50
97,44956531,4431422,332383,96588,55642042,18,15695,23811,74259,14220116,1823,290608,4144,9.03
98,45417583,4477924,335996,96588,56176940,18,15695,23811,74832,14352848,1823,290608,4144,8.44
99,45929691,4527601,339589,96588,85547012,18,15695,23811,75572,14504820,1823,290608,4144,9.31
100,46393662,4572831,343339,96588,57189469,18,15695,23811,76368,14647779,1823,290608,4144,8.58
101,46941227,4626316,346969,96588,57634066,18,15695,23811,77081,14805514,1823,290608,4144,10.00
102,47411029,4670980,350611,96588,58160286,18,15695,23811,77767,14946565,1823,290608,4144,8.54
103,47834483,4714133,353895,96588,88849856,18,15695,23811,78511,15070725,1823,290608,4144,7.67
104,48364280,4765351,357187,96588,89653162,18,15695,23811,79301,15229809,1823,290608,4144,9.73
105,48838074,4813893,360471,96588,90474390,18,15695,23811,80011,15372448,1823,290608,4144,8.65
106,49307183,4858222,363728,96588,91300017,18,15695,23811,80915,15513299,1823,290608,4144,8.65
107,49778846,4904130,366999,96588,92124923,18,15695,23811,81567,15653180,1823,290608,4144,8.65
108,50247696,4950014,369962,96588,92951900,18,15695,23811,82379,15793319,1823,290608,4144,8.65
109,50716936,4996818,373247,96588,93778591,18,15695,23811,83086,15934809,1823,290608,4144,8.65
