period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps
121,6998763,378436,105025526,13422094,19,19502,24362,15392345,198239,1843,290608,4152,8.23
122,7058008,381124,105864049,13535831,19,19502,24362,15515531,199670,1843,290608,4152,8.13
123,7111683,384275,106712942,13639751,19,19502,24362,15628241,201231,1843,290608,4152,7.55
124,7171754,387574,107546174,13756530,19,19502,24362,15757411,202844,1843,290608,4152,8.66
125,7236111,390038,108375136,13875012,19,19502,24362,15886412,204653,1843,290608,4152,8.59
126,7292649,393338,109213763,13984913,19,19502,24362,16008634,206477,1843,290608,4152,8.06
127,7351624,395799,110048067,14100440,19,19502,24362,16132862,208085,1843,290608,4152,8.11
128,7412236,398869,110878458,14218025,19,19502,24362,16262765,209650,1843,290608,4152,8.62
129,7466076,402163,111723205,14321475,19,19502,24362,16377485,211427,1843,290608,4152,7.55
130,7527026,405473,112552650,14442298,19,19502,24362,16507139,212798,1843,290608,4152,8.62
131,7582918,408793,118269313,14550985,19,19502,24362,16626371,214434,1843,290608,4152,7.89
132,7642352,411961,114234822,14664113,19,19502,24362,16750075,216101,1843,290608,4152,8.28
133,7703695,415261,115060665,14782505,19,19502,24362,16879720,217932,1843,290608,4152,8.62
134,7766141,418567,115889815,14901713,19,19502,24362,17008869,219599,1843,290608,4152,8.62
135,7824718,421863,116725410,15013991,19,19502,24362,17132189,221403,1843,290608,4152,8.16
136,7882656,424520,117571261,15123632,19,19502,24362,17249993,223026,1843,290608,4152,8.00
137,7938635,427825,118418589,15225984,19,19502,24362,17364018,224734,1843,290608,4152,7.55
138,8001087,431294,124344243,15349846,19,19502,24362,17499034,226346,1843,290608,4152,9.19
139,8061308,434236,125214072,15459961,19,19502,24362,17618987,227944,1843,290608,4152,8.06
140,8121555,437390,120923864,15577507,19,19502,24362,17745916,229740,1843,290608,4152,8.62
141,8176995,440874,121769826,15685439,19,19502,24362,17864086,231254,1843,290608,4152,7.92
142,8237104,443565,122608942,15796661,19,19502,24362,17985731,232739,1843,290608,4152,8.24
143,8297433,446855,123436878,15913641,19,19502,24362,18116004,234543,1843,290608,4152,8.62
144,8351786,450146,124288429,16015758,19,19502,24362,18229143,236194,1843,290608,4152,7.55
145,8400226,453456,125142740,16115080,19,19502,24362,18341407,237860,1843,290608,4152,7.40
146,8466133,457056,125965877,16240173,19,19502,24362,18475821,239450,1843,290608,4152,9.07
147,8525942,460084,126807221,16353300,19,19502,24362,18597588,240972,1843,290608,4152,8.33
148,8585466,463469,127637243,16471896,19,19502,24362,18725939,242394,1843,290608,4152,8.62
149,8645169,466857,128470444,16588223,19,19502,24362,18853750,244082,1843,290608,4152,8.62
150,8698739,470233,129317353,16693084,19,19502,24362,18968394,245729,1843,290608,4152,7.55
151,8754660,473974,135662928,16801766,19,19502,24362,19089784,247500,1843,290608,4152,7.91
152,8812960,476996,130997653,16916029,19,19502,24362,19210371,249087,1843,290608,4152,8.26
153,8877399,480397,131818862,17037141,19,19502,24362,19342550,250826,1843,290608,4152,8.95
154,8935545,483700,132654824,17150494,19,19502,24362,19468435,252590,1843,290608,4152,8.29
155,8992926,487241,133493330,17261374,19,19502,24362,19591457,254236,1843,290608,4152,8.43
156,9049863,490200,134336351,17372087,19,19502,24362,19713368,255864,1843,290608,4152,8.02
157,9110766,493575,135173376,17484624,19,19502,24362,19835808,257556,1843,290608,4152,8.34
158,9164043,496959,136025179,17587944,19,19502,24362,19950597,259113,1843,290608,4152,7.55
159,9225129,500351,136858861,17705296,19,19502,24362,20079445,260802,1843,290608,4152,8.85
160,9281784,502851,137703091,17817860,19,19502,24362,20201730,262382,1843,290608,4152,8.19
161,9345754,506235,138531315,17939986,19,19502,24362,20335435,264075,1843,290608,4152,8.81
162,9400061,509623,139380735,18043489,19,19502,24362,20449125,265843,1843,290608,4152,7.55
163,9459294,513017,140203842,18162051,19,19502,24362,20579844,267542,1843,290608,4152,8.62
164,9521327,516396,141039298,18278326,19,19502,24362,20704517,269095,1843,290608,4152,8.62
165,9575012,519781,141888946,18380838,19,19502,24362,20819420,270897,1843,290608,4152,7.55
166,9631781,523242,148708176,18485597,19,19502,24362,20937022,272522,1843,290608,4152,7.69
167,9700774,526280,143555252,18615223,19,19502,24362,21074617,274018,1843,290608,4152,9.55
168,9753451,529653,144404591,18718607,19,19502,24362,21187785,275689,1843,290608,4152,7.74
169,9813462,532122,145241020,18836555,19,19502,24362,21314515,277332,1843,290608,4152,8.44
170,9865171,535641,146096124,18936738,19,19502,24362,21424094,278933,1843,290608,4152,7.34
171,9926815,538820,146926590,19057011,19,19502,24362,21553457,280575,1843,290608,4152,8.83
172,9986946,542215,147756325,19175870,19,19502,24362,21683328,282339,1843,290608,4152,8.62
173,10042941,545674,148600712,19284729,19,19502,24362,21802110,283982,1843,290608,4152,7.87
174,10101280,549009,149442750,19395439,19,19502,24362,21922781,285746,1843,290608,4152,8.30
175,10157956,552400,150282987,19507746,19,19502,24362,22045430,287305,1843,290608,4152,8.24
176,10221939,555200,151111853,19627328,19,19502,24362,22174536,289075,1843,290608,4152,8.83
177,10278075,557988,151960858,19734034,19,19502,24362,22291872,290724,1843,290608,4152,7.70
178,10331283,560748,152808752,19837379,19,19502,24362,22408319,292592,1843,290608,4152,7.55
179,10393809,564142,153638238,19954858,19,19502,24362,22535325,294230,1843,290608,4152,8.62
period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps,main
0,298,507,4345691,9609,18,19482,24151,704067,3702,1837,290608,4152,0.01,98680
1,3780,11667,4520622,12929,18,19482,24151,716522,4958,1837,290608,4152,0.00,98680
2,3780,14280,5506821,13804,18,19482,24151,728683,6165,1837,290608,4152,0.00,98680
3,67411,16868,6334874,134731,18,19482,24151,861612,7692,1837,290608,4152,8.63,98680
4,125133,19797,7176253,245712,18,19482,24151,983820,9276,1837,290608,4152,8.46,98680
5,176874,22972,8035619,344456,18,19482,24151,1095529,10872,1837,290608,4152,7.25,98680
6,234061,26259,8874725,458531,18,19482,24151,1220287,12516,1837,290608,4152,8.20,98680
7,297625,28628,9705872,578488,18,19482,24151,1350697,13908,1837,290608,4152,8.92,98680
8,355635,31668,10545173,688853,18,19482,24151,1473469,15528,1837,290608,4152,8.14,98680
9,417933,35130,11383907,802465,18,19482,24151,1598314,17056,1837,290608,4152,8.53,98680
10,474873,39134,12230196,914721,18,19482,24151,1719155,18794,1837,290608,4152,8.29,98680
11,532344,41676,13075264,1024084,18,19482,24151,1837871,20457,1837,290608,4152,7.97,98680
12,585931,44728,13926210,1128788,18,19482,24151,1953385,21804,1837,290608,4152,7.55,98680
13,650271,48026,15903326,1251997,18,19482,24151,2086406,23407,1837,290608,4152,9.11,98680
14,710641,51064,15595615,1362702,18,19482,24151,2208695,24983,1837,290608,4152,8.07,98680
15,767163,54134,16436943,1473821,18,19482,24151,2331015,26626,1837,290608,4152,8.22,98680
16,826156,56464,17274067,1588170,18,19482,24151,2455669,28284,1837,290608,4152,8.40,98680
17,884437,59594,18116971,1702054,18,19482,24151,2579137,29763,1837,290608,4152,8.11,98680
18,944206,62708,18948954,1820535,18,19482,24151,2707737,31573,1837,290608,4152,8.62,98680
19,1000853,66397,21122821,1926433,18,19482,24151,2825198,33264,1837,290608,4152,7.92,98680
20,1057707,69010,20642255,2035736,18,19482,24151,2945859,34811,1837,290608,4152,7.88,98680
21,1122177,72054,21466821,2159360,18,19482,24151,3080066,36274,1837,290608,4152,8.99,98680
22,1178601,75218,22308346,2268624,18,19482,24151,3199513,37788,1837,290608,4152,8.11,98680
23,1235640,77935,23147088,2381381,18,19482,24151,3324221,39522,1837,290608,4152,8.06,98680
24,1296681,81059,23977833,2499621,18,19482,24151,3452569,41186,1837,290608,4152,8.62,98680
25,1350611,83972,24831962,2601018,18,19482,24151,3565786,42803,1837,290608,4152,7.55,98680
26,1405325,87437,27214420,2707393,18,19482,24151,3684735,44476,1837,290608,4152,7.87,98680
27,1473331,90018,26503443,2833862,18,19482,24151,3820072,46126,1837,290608,4152,9.38,98680
28,1526253,93115,27354984,2936815,18,19482,24151,3933217,47862,1837,290608,4152,7.55,98680
29,1587501,96259,28184505,3055345,18,19482,24151,4060912,49554,1837,290608,4152,8.62,98680
30,1648347,99389,29021206,3172579,18,19482,24151,4187410,51088,1837,290608,4152,8.62,98680
31,1701364,102507,29870455,3276324,18,19482,24151,4302026,52842,1837,290608,4152,7.55,98680
32,1754666,105643,30720325,3379121,18,19482,24151,4414970,54585,1837,290608,4152,7.55,98680
33,1816551,108776,31551715,3497316,18,19482,24151,4542471,56259,1837,290608,4152,8.62,98680
34,1877991,112106,34165663,3616413,18,19482,24151,4673563,57920,1837,290608,4152,8.98,98680
35,1938242,114903,33223034,3731382,18,19482,24151,4797676,59533,1837,290608,4152,8.27,98680
36,1995115,118029,34064191,3839275,18,19482,24151,4915747,61065,1837,290608,4152,7.97,98680
37,2053819,120703,34898314,3954570,18,19482,24151,5042097,62658,1837,290608,4152,8.33,98680
38,2114545,123530,35734137,4069745,18,19482,24151,5168094,64284,1837,290608,4152,8.49,98680
39,2167529,126650,36580849,4174490,18,19482,24151,5283789,65874,1837,290608,4152,7.55,98680
40,2226993,130150,37418002,4288065,18,19482,24151,5408588,67552,1837,290608,4152,8.39,98680
41,2293709,132814,38248647,4407272,18,19482,24151,5537888,69144,1837,290608,4152,8.86,98680
42,2346566,135949,39101406,4511826,18,19482,24151,5651053,70555,1837,290608,4152,7.55,98680
43,2408048,139079,39936264,4629365,18,19482,24151,5778238,72163,1837,290608,4152,8.62,98680
44,2469042,142208,40768486,4746079,18,19482,24151,5906260,73799,1837,290608,4152,8.62,98680
45,2528081,145316,43720745,4860409,18,19482,24151,6032766,75353,1837,290608,4152,8.29,98680
46,2583929,148296,42450221,4968156,18,19482,24151,6151591,77102,1837,290608,4152,7.88,98680
47,2637464,151427,43304778,5069833,18,19482,24151,6264838,78688,1837,290608,4152,7.55,98680
48,2698040,154551,44130302,5189264,18,19482,24151,6395365,80567,1837,290608,4152,8.62,98680
49,2757836,157680,44963303,5306654,18,19482,24151,6524565,82276,1837,290608,4152,8.62,98680
50,2815480,160805,45802620,5419906,18,19482,24151,6650401,83850,1837,290608,4152,8.43,98680
51,2876978,163644,46640986,5531004,18,19482,24151,6771467,85416,1837,290608,4152,8.13,98680
52,2935416,166452,47483519,5642657,18,19482,24151,6892373,86983,1837,290608,4152,8.07,98680
53,2989035,168971,48335969,5745752,18,19482,24151,7007684,88592,1837,290608,4152,7.55,98680
54,3050003,172101,49170408,5862680,18,19482,24151,7135792,90017,1837,290608,4152,8.51,98680
55,3111543,174886,50006894,5981002,18,19482,24151,7263841,91349,1837,290608,4152,8.58,98680
56,3172769,178015,50837467,6099180,18,19482,24151,7391195,92828,1837,290608,4152,8.62,98680
57,3226432,181147,51683528,6203883,18,19482,24151,7507125,94511,1837,290608,4152,7.55,98680
58,3288627,183756,52518337,6321330,18,19482,24151,7633945,96088,1837,290608,4152,8.62,98680
59,3350573,186877,53346967,6439483,18,19482,24151,7762558,97711,1837,290608,4152,8.62,98680
60,3403078,190001,54199965,6542385,18,19482,24151,7877208,99299,1837,290608,4152,7.55,98680
61,3460141,193165,55045644,6649893,18,19482,24151,7995440,100803,1837,290608,4152,7.96,98680
62,3528064,195903,55861570,6777752,18,19482,24151,8134024,102482,1837,290608,4152,9.29,98680
63,3581013,199018,56708535,6880725,18,19482,24151,8249238,104098,1837,290608,4152,7.55,98680
64,3643232,202149,57541947,6993695,18,19482,24151,8378201,105693,1837,290608,4152,8.62,98680
65,3705484,205273,58374110,7107947,18,19482,24151,8506861,107250,1837,290608,4152,8.62,98680
66,3759149,208395,59220218,7212106,18,19482,24151,8624115,108898,1837,290608,4152,7.55,98680
67,3810961,211531,60074514,7315849,18,19482,24151,8737503,110303,1837,290608,4152,7.55,98680
68,3872655,214662,60904090,7433802,18,19482,24151,8865782,112105,1837,290608,4152,8.62,98680
69,3934155,217866,61737617,7551909,18,19482,24151,8994095,113701,1837,290608,4152,8.81,98680
70,3994985,220458,65457559,7666204,18,19482,24151,9120761,115468,1837,290608,4152,8.32,98680
71,4053481,223503,66323797,7780795,18,19482,24151,9243402,116989,1837,290608,4152,8.09,98680
72,4111836,226268,64259935,7892502,18,19482,24151,9365205,118592,1837,290608,4152,8.08,98680
73,4172836,229260,65091292,8010447,18,19482,24151,9493070,120360,1837,290608,4152,8.62,98680
74,4233637,232391,68915812,8128692,18,19482,24151,9619885,121868,1837,290608,4152,8.62,98680
75,4284373,235312,66783746,8227812,18,19482,24151,9733016,123431,1837,290608,4152,7.27,98680
76,4340481,238736,67626348,8340832,18,19482,24151,9855616,124871,1837,290608,4152,8.36,98680
77,4401656,241436,68468679,8450946,18,19482,24151,9976199,126471,1837,290608,4152,8.08,98680
78,4463075,244566,69301225,8570379,18,19482,24151,10102714,127946,1837,290608,4152,8.62,98680
79,4525489,247685,70134303,8688804,18,19482,24151,10230031,129414,1837,290608,4152,8.62,98680
80,4578472,250809,70988364,8791321,18,19482,24151,10343143,131044,1837,290608,4152,7.55,98680
81,4639682,253938,71820259,8910538,18,19482,24151,10472486,132589,1837,290608,4152,8.62,98680
82,4701847,257408,72652525,9028141,18,19482,24151,10600685,134136,1837,290608,4152,8.62,98680
83,4760673,259886,76732725,9140651,18,19482,24151,10723133,135583,1837,290608,4152,8.34,98680
84,4815703,263027,74340405,9249189,18,19482,24151,10840921,137071,1837,290608,4152,7.83,98680
85,4875963,266143,75178270,9363453,18,19482,24151,10965474,138684,1837,290608,4152,8.47,98680
86,4933982,268787,76015814,9476526,18,19482,24151,11089483,140468,1837,290608,4152,8.25,98680
87,4991172,271550,76861463,9586901,18,19482,24151,11209483,141975,1837,290608,4152,7.94,98680
88,5045132,274658,77717650,9687656,18,19482,24151,11319735,143474,1837,290608,4152,7.55,98680
89,5108809,277788,78545519,9808307,18,19482,24151,11452633,145096,1837,290608,4152,8.91,98680
90,5168521,281122,79384225,9922517,18,19482,24151,11577491,146987,1837,290608,4152,8.34,98680
91,5230211,283837,80217729,10041356,18,19482,24151,11705530,148674,1837,290608,4152,8.62,98680
92,5282614,286969,81070165,10142635,18,19482,24151,11818177,150414,1837,290608,4152,7.55,98680
93,5343356,290107,81902812,10260583,18,19482,24151,11946571,152011,1837,290608,4152,8.62,98680
94,5397710,293226,82754097,10362089,18,19482,24151,12059090,153518,1837,290608,4152,7.55,98680
95,5457566,296364,83585924,10479808,18,19482,24151,12187648,155157,1837,290608,4152,8.62,98680
96,5514916,299668,84425683,10588964,18,19482,24151,12307823,156756,1837,290608,4152,8.09,98680
97,5580299,302218,85249407,10714596,18,19482,24151,12441504,158349,1837,290608,4152,9.16,98680
98,5634352,305506,86097443,10817694,18,19482,24151,12556064,159986,1837,290608,4152,7.55,98680
99,5696017,308806,86929443,10937046,18,19482,24151,12686556,161731,1837,290608,4152,8.62,98680
100,5757390,312004,87758680,11054605,18,19482,24151,12813743,163333,1837,290608,4152,8.62,98680
101,5810039,315297,88606833,11157242,18,19482,24151,12927605,165029,1837,290608,4152,7.55,98680
102,5863516,318599,89452125,11260991,18,19482,24151,13043381,166715,1837,290608,4152,7.55,98680
103,5930027,321676,90269313,11388870,18,19482,24151,13182300,168377,1837,290608,4152,9.39,98680
104,5987350,324588,91116271,11496368,18,19482,24151,13301678,170057,1837,290608,4152,7.81,98680
105,6048899,327887,91947925,11616275,18,19482,24151,13430570,171744,1837,290608,4152,8.62,98680
106,6105713,331197,92788054,11726248,18,19482,24151,13550356,173299,1837,290608,4152,7.92,98680
107,6162426,334479,93625158,11838613,18,19482,24151,13672695,174891,1837,290608,4152,8.24,98680
108,6224552,337732,94458377,11956425,18,19482,24151,13800304,176556,1837,290608,4152,8.62,98680
109,6279266,341024,95306273,12060747,18,19482,24151,13913654,178197,1837,290608,4152,7.55,98680
110,6337263,344337,96143731,12172073,18,19482,24151,14036591,179770,1837,290608,4152,8.36,98680
111,6403288,347038,96969043,12296973,18,19482,24151,14168233,181409,1837,290608,4152,8.87,98680
112,6456448,350345,97817957,12402694,18,19482,24151,14284064,182991,1837,290608,4152,7.55,98680
113,6519806,353397,98646786,12520909,18,19482,24151,14412719,184672,1837,290608,4152,8.62,98680
114,6580632,356681,99480067,12638355,18,19482,24151,14539981,186264,1837,290608,4152,8.62,98680
115,6633606,359966,100328046,12740705,18,19482,24151,14654531,188034,1837,290608,4152,7.55,98680
116,6695623,363265,101154933,12858703,18,19482,24151,14784936,189858,1837,290608,4152,8.62,98680
117,6748253,366566,102004389,12961568,18,19482,24151,14897045,191288,1837,290608,4152,7.55,98680
118,6813689,369870,102825670,13085223,18,19482,24151,15031029,192926,1837,290608,4152,9.19,98680
119,6873453,372961,103670073,13196687,18,19482,24151,15152991,194690,1837,290608,4152,7.87,98680
